character typed,2019-06-05T06:44:36,s,0,C,1
character typed,2019-06-05T06:44:36,e,0,C,1
character typed,2019-06-05T06:44:37,l,0,C,1
character typed,2019-06-05T06:44:37,b,0,C,1
word completed,2019-06-05T06:44:37,selbstloser,611,C,1
character typed,2019-06-05T06:44:37,\n,0,C,1
sentence typed,2019-06-05T06:44:37,Je falscher desto selbstloser,4489,C,1
character typed,2019-06-05T06:44:38,D,0,C,1
character typed,2019-06-05T06:44:38,i,0,C,1
character typed,2019-06-05T06:44:38,e,0,C,1
character typed,2019-06-05T06:44:38, ,0,C,1
word typed,2019-06-05T06:44:38,Die,288,C,1
character typed,2019-06-05T06:44:38,b,0,C,1
character typed,2019-06-05T06:44:38,u,0,C,1
word completed,2019-06-05T06:44:39,buckelige,514,C,1
character typed,2019-06-05T06:44:39, ,0,C,1
character typed,2019-06-05T06:44:40,P,0,C,1
character typed,2019-06-05T06:44:40,e,0,C,1
character typed,2019-06-05T06:44:40,t,0,C,1
word completed,2019-06-05T06:44:40,Petra,733,C,1
character typed,2019-06-05T06:44:41, ,0,C,1
character typed,2019-06-05T06:44:41,k,0,C,1
character typed,2019-06-05T06:44:41,c,0,C,1
character typed,2019-06-05T06:44:41,i,0,C,1
character typed,2019-06-05T06:44:41,h,0,C,1
character typed,2019-06-05T06:44:42,e,0,C,1
character typed,2019-06-05T06:44:42,r,0,C,1
character typed,2019-06-05T06:44:42,t,0,C,1
character typed,2019-06-05T06:44:42, ,0,C,1
word typed,2019-06-05T06:44:42,kcihert,812,C,1
character typed,2019-06-05T06:44:42,i,0,C,1
character typed,2019-06-05T06:44:43,m,0,C,1
word completed,2019-06-05T06:44:43,imim,456,C,1
character typed,2019-06-05T06:44:43, ,0,C,1
character typed,2019-06-05T06:44:43,A,0,C,1
character typed,2019-06-05T06:44:43,u,0,C,1
character typed,2019-06-05T06:44:44,t,0,C,1
character typed,2019-06-05T06:44:44,o,0,C,1
character typed,2019-06-05T06:44:44,\n,0,C,1
word typed,2019-06-05T06:44:44,Auto,974,C,1
sentence typed,2019-06-05T06:44:44,Die buckelige Petra kcihert imim Auto,6278,C,1
character typed,2019-06-05T06:44:45,L,0,C,1
character typed,2019-06-05T06:44:45,e,0,C,1
character typed,2019-06-05T06:44:45,o,0,C,1
character typed,2019-06-05T06:44:45,n,0,C,1
character typed,2019-06-05T06:44:46,a,0,C,1
character typed,2019-06-05T06:44:46,r,0,C,1
word completed,2019-06-05T06:44:46,Leonard,907,C,1
character typed,2019-06-05T06:44:46, ,0,C,1
character typed,2019-06-05T06:44:47,s,0,C,1
character typed,2019-06-05T06:44:47,c,0,C,1
character typed,2019-06-05T06:44:47,h,0,C,1
character typed,2019-06-05T06:44:47,a,0,C,1
character typed,2019-06-05T06:44:47,l,0,C,1
character typed,2019-06-05T06:44:47,t,0,C,1
character typed,2019-06-05T06:44:47,e,0,C,1
character typed,2019-06-05T06:44:47,t,0,C,1
character typed,2019-06-05T06:44:48, ,0,C,1
